PRIMARY KEY,CourtName,Area,CourtDate,DayOfHearing,DatePrinted,DayPrinted,DateDifference(Hearing to Result),ResultType,DateOfPreviousCheck,TimeOfPreviousCheck,DayofPreviousCheck,AM/PM ofPreviousCheck,BestPredictedDate,BestPredAM/PM,BestPredDay,DateDif between PrintingAndLastCheck
1659,Hammersmith,H,21/12/2012,Friday,27/12/2012,Thursday,6,Adjournment,Null,Null,Null,Null,26/12/2012,PM,Wednesday,NotCheckedBefore
1660,Hammersmith,H,21/12/2012,Friday,27/12/2012,Thursday,6,Adjournment,Null,Null,Null,Null,26/12/2012,PM,Wednesday,NotCheckedBefore
1661,Croydon,H,21/12/2012,Friday,27/12/2012,Thursday,6,Bail condition,Null,Null,Null,Null,26/12/2012,PM,Wednesday,NotCheckedBefore
1662,Hendon,L,21/12/2012,Friday,27/12/2012,Thursday,6,Bail condition,Null,Null,Null,Null,26/12/2012,PM,Wednesday,NotCheckedBefore
1663,Thames,L,21/12/2012,Friday,27/12/2012,Thursday,6,Adjournment,Null,Null,Null,Null,26/12/2012,PM,Wednesday,NotCheckedBefore
1664,Croydon,H,21/12/2012,Friday,27/12/2012,Thursday,6,Result,Null,Null,Null,Null,26/12/2012,PM,Wednesday,NotCheckedBefore
1665,Westminster,B,21/12/2012,Friday,28/12/2012,Friday,7,Result,Null,Null,Null,Null,Unknown,Unknown,Unknown,NotCheckedBefore
1666,Westminster,L,21/12/2012,Friday,28/12/2012,Friday,7,Result,Null,Null,Null,Null,Unknown,Unknown,Unknown,NotCheckedBefore
1667,Blackfriars CC,B,21/12/2012,Friday,28/12/2012,Friday,7,Result,Null,Null,Null,Null,Unknown,Unknown,Unknown,NotCheckedBefore
1668,Westminster,B,21/12/2012,Friday,31/12/2012,Monday,10,Adjournment,Null,Null,Null,Null,Unknown,Unknown,Unknown,NotCheckedBefore
1669,Bromley,H,21/12/2012,Friday,08/01/2013,Tuesday,18,Result,Null,Null,Null,Null,Unknown,Unknown,Unknown,NotCheckedBefore
1670,Uxbridge,L,21/12/2012,Friday,27/12/2012,Thursday,6,Bail condition,Null,Null,Null,Null,26/12/2012,PM,Wednesday,NotCheckedBefore
1671,Crawley,H,21/12/2012,Friday,27/12/2012,Thursday,6,Adjournment,Null,Null,Null,Null,26/12/2012,PM,Wednesday,NotCheckedBefore
1672,Croydon CC,H,21/12/2012,Friday,27/12/2012,Thursday,6,Adjournment,Null,Null,Null,Null,26/12/2012,PM,Wednesday,NotCheckedBefore
1673,Croydon CC,H,21/12/2012,Friday,27/12/2012,Thursday,6,Adjournment,Null,Null,Null,Null,26/12/2012,PM,Wednesday,NotCheckedBefore
1674,Lewes CC,H,21/12/2012,Friday,27/12/2012,Thursday,6,Adjournment,Null,Null,Null,Null,26/12/2012,PM,Wednesday,NotCheckedBefore
1675,Snaresbrook CC,L,21/12/2012,Friday,27/12/2012,Thursday,6,Adjournment,Null,Null,Null,Null,26/12/2012,PM,Wednesday,NotCheckedBefore
1676,Crawley,H,21/12/2012,Friday,27/12/2012,Thursday,6,Result,Null,Null,Null,Null,26/12/2012,PM,Wednesday,NotCheckedBefore
1677,Westminster,B,22/12/2012,Saturday,28/12/2012,Friday,6,Result,27/12/2012,07:45,Thursday,AM,27/12/2012,AM,Thursday,1
1678,Westminster,B,24/12/2012,Monday,31/12/2012,Monday,7,Result,28/12/2012,07:32,Friday,AM,29/12/2012,AM,Saturday,3
1679,Basingstoke,H,24/12/2012,Monday,31/12/2012,Monday,7,Result,28/12/2012,07:44,Friday,AM,29/12/2012,AM,Saturday,3
1680,Hendon,L,24/12/2012,Monday,31/12/2012,Monday,7,Adjournment,28/12/2012,11:02,Friday,AM,29/12/2012,AM,Saturday,3
1681,Hendon,L,24/12/2012,Monday,31/12/2012,Monday,7,Result,28/12/2012,11:35,Friday,AM,29/12/2012,AM,Saturday,3
1682,Winchester,H,24/12/2012,Monday,07/01/2013,Monday,14,Adjournment,04/01/2013,11:56,Friday,AM,05/01/2013,AM,Saturday,3
1683,Bromley,H,24/12/2012,Monday,28/12/2012,Friday,4,Adjournment,27/12/2012,12:44,Thursday,PM,27/12/2012,AM,Thursday,1
1684,Uxbridge,L,24/12/2012,Monday,28/12/2012,Friday,4,Result,27/12/2012,12:44,Thursday,PM,27/12/2012,AM,Thursday,1
1685,Croydon,H,24/12/2012,Monday,27/12/2012,Thursday,3,Adjournment,Null,Null,Null,Null,26/12/2012,PM,Wednesday,NotCheckedBefore
1686,Croydon,H,24/12/2012,Monday,27/12/2012,Thursday,3,Bail condition,Null,Null,Null,Null,26/12/2012,PM,Wednesday,NotCheckedBefore
1687,Westminster,H,24/12/2012,Monday,28/12/2012,Friday,4,Adjournment,Null,Null,Null,Null,27/12/2012,PM,Thursday,NotCheckedBefore
1688,Westminster,B,24/12/2012,Monday,28/12/2012,Friday,4,Adjournment,Null,Null,Null,Null,27/12/2012,PM,Thursday,NotCheckedBefore
1689,Westminster,H,24/12/2012,Monday,28/12/2012,Friday,4,Adjournment,Null,Null,Null,Null,27/12/2012,PM,Thursday,NotCheckedBefore
1690,Westminster,L,24/12/2012,Monday,28/12/2012,Friday,4,Result,Null,Null,Null,Null,27/12/2012,PM,Thursday,NotCheckedBefore
1691,Westminster,L,24/12/2012,Monday,28/12/2012,Friday,4,Result,Null,Null,Null,Null,27/12/2012,PM,Thursday,NotCheckedBefore
1692,Westminster,B,24/12/2012,Monday,28/12/2012,Friday,4,Result,Null,Null,Null,Null,27/12/2012,PM,Thursday,NotCheckedBefore
1693,Westminster,B,24/12/2012,Monday,28/12/2012,Friday,4,Result,Null,Null,Null,Null,27/12/2012,PM,Thursday,NotCheckedBefore
1694,Croydon,H,24/12/2012,Monday,28/12/2012,Friday,4,Result,Null,Null,Null,Null,27/12/2012,PM,Thursday,NotCheckedBefore
1695,Barkingside,L,24/12/2012,Monday,28/12/2012,Friday,4,Warrant,Null,Null,Null,Null,27/12/2012,PM,Thursday,NotCheckedBefore
1696,Westminster,B,24/12/2012,Monday,31/12/2012,Monday,7,Adjournment,Null,Null,Null,Null,Unknown,Unknown,Unknown,NotCheckedBefore
1697,Oxford,B,24/12/2012,Monday,04/01/2013,Friday,11,Result,Null,Null,Null,Null,Unknown,Unknown,Unknown,NotCheckedBefore
1698,Westminster,L,26/12/2012,Wednesday,28/12/2012,Friday,2,Adjournment,Null,Null,Null,Null,27/12/2012,PM,Thursday,NotCheckedBefore
1699,Westminster,L,26/12/2012,Wednesday,28/12/2012,Friday,2,Adjournment,Null,Null,Null,Null,27/12/2012,PM,Thursday,NotCheckedBefore
1700,Westminster,L,26/12/2012,Wednesday,28/12/2012,Friday,2,Adjournment,Null,Null,Null,Null,27/12/2012,PM,Thursday,NotCheckedBefore
1701,Westminster,L,26/12/2012,Wednesday,28/12/2012,Friday,2,Adjournment,Null,Null,Null,Null,27/12/2012,PM,Thursday,NotCheckedBefore
1702,Westminster,L,26/12/2012,Wednesday,28/12/2012,Friday,2,Adjournment,Null,Null,Null,Null,27/12/2012,PM,Thursday,NotCheckedBefore
1703,Westminster,L,26/12/2012,Wednesday,28/12/2012,Friday,2,Adjournment,Null,Null,Null,Null,27/12/2012,PM,Thursday,NotCheckedBefore
1704,Westminster,B,26/12/2012,Wednesday,28/12/2012,Friday,2,Result,Null,Null,Null,Null,27/12/2012,PM,Thursday,NotCheckedBefore
1705,Westminster,B,26/12/2012,Wednesday,28/12/2012,Friday,2,Result,Null,Null,Null,Null,27/12/2012,PM,Thursday,NotCheckedBefore
1706,Margate,H,27/12/2012,Thursday,02/01/2013,Wednesday,6,Result,31/12/2012,11:43,Monday,AM,29/12/2012,AM,Saturday,2
1707,Dover,H,27/12/2012,Thursday,02/01/2013,Wednesday,6,Result,31/12/2012,11:43,Monday,AM,29/12/2012,AM,Saturday,2
1708,Barkingside,B,27/12/2012,Thursday,28/12/2012,Friday,1,Result,Null,Null,Null,Null,28/12/2012,AM,Friday,NotCheckedBefore
1709,Westminster,L,27/12/2012,Thursday,31/12/2012,Monday,4,Adjournment,Null,Null,Null,Null,29/12/2012,AM,Saturday,NotCheckedBefore
1710,Westminster,B,27/12/2012,Thursday,31/12/2012,Monday,4,Adjournment,Null,Null,Null,Null,29/12/2012,AM,Saturday,NotCheckedBefore
1711,Aylesbury,B,27/12/2012,Thursday,31/12/2012,Monday,4,Result,Null,Null,Null,Null,29/12/2012,AM,Saturday,NotCheckedBefore
1712,Cambridge,B,28/12/2012,Friday,03/01/2013,Thursday,6,Non rec result,02/01/2013,09:33,Wednesday,AM,01/01/2013,PM,Tuesday,1
1713,Croydon,H,28/12/2012,Friday,02/01/2013,Wednesday,5,Adjournment,31/12/2012,10:03,Monday,AM,29/12/2012,AM,Saturday,2
1714,Croydon,H,28/12/2012,Friday,02/01/2013,Wednesday,5,Adjournment,31/12/2012,10:03,Monday,AM,29/12/2012,AM,Saturday,2
1715,Hammersmith,B,28/12/2012,Friday,02/01/2013,Wednesday,5,Result,31/12/2012,10:03,Monday,AM,29/12/2012,AM,Saturday,2
1716,Hendon,L,28/12/2012,Friday,02/01/2013,Wednesday,5,Result,31/12/2012,10:03,Monday,AM,29/12/2012,AM,Saturday,2
1717,Westminster,L,28/12/2012,Friday,31/12/2012,Monday,3,Warrant,Null,Null,Null,Null,29/12/2012,AM,Saturday,NotCheckedBefore
1718,Westminster,B,28/12/2012,Friday,31/12/2012,Monday,3,Adjournment,Null,Null,Null,Null,29/12/2012,AM,Saturday,NotCheckedBefore
1719,Westminster,L,28/12/2012,Friday,31/12/2012,Monday,3,Adjournment,Null,Null,Null,Null,29/12/2012,AM,Saturday,NotCheckedBefore
1720,Westminster,L,28/12/2012,Friday,31/12/2012,Monday,3,Adjournment,Null,Null,Null,Null,29/12/2012,AM,Saturday,NotCheckedBefore
1721,Westminster,L,28/12/2012,Friday,31/12/2012,Monday,3,Adjournment,Null,Null,Null,Null,29/12/2012,AM,Saturday,NotCheckedBefore
1722,Westminster,L,28/12/2012,Friday,31/12/2012,Monday,3,Bail condition,Null,Null,Null,Null,29/12/2012,AM,Saturday,NotCheckedBefore
1723,Westminster,H,28/12/2012,Friday,31/12/2012,Monday,3,Bail condition,Null,Null,Null,Null,29/12/2012,AM,Saturday,NotCheckedBefore
1724,Westminster,B,28/12/2012,Friday,31/12/2012,Monday,3,Bail condition,Null,Null,Null,Null,29/12/2012,AM,Saturday,NotCheckedBefore
1725,Westminster,B,28/12/2012,Friday,31/12/2012,Monday,3,Result,Null,Null,Null,Null,29/12/2012,AM,Saturday,NotCheckedBefore
1726,Westminster,B,28/12/2012,Friday,31/12/2012,Monday,3,Result,Null,Null,Null,Null,29/12/2012,AM,Saturday,NotCheckedBefore
1727,Thames,L,28/12/2012,Friday,31/12/2012,Monday,3,Result,Null,Null,Null,Null,29/12/2012,AM,Saturday,NotCheckedBefore
1728,Westminster,L,28/12/2012,Friday,31/12/2012,Monday,3,Result,Null,Null,Null,Null,29/12/2012,AM,Saturday,NotCheckedBefore
1729,Westminster,L,28/12/2012,Friday,31/12/2012,Monday,3,Result,Null,Null,Null,Null,29/12/2012,AM,Saturday,NotCheckedBefore
1730,Luton and South Bedfordshire,B,28/12/2012,Friday,02/01/2013,Wednesday,5,Result,Null,Null,Null,Null,01/01/2013,PM,Tuesday,NotCheckedBefore
1731,St Albans,B,28/12/2012,Friday,02/01/2013,Wednesday,5,Bail condition,Null,Null,Null,Null,01/01/2013,PM,Tuesday,NotCheckedBefore
1732,Hammersmith,L,28/12/2012,Friday,02/01/2013,Wednesday,5,Adjournment,Null,Null,Null,Null,01/01/2013,PM,Tuesday,NotCheckedBefore
1733,Guildford,H,28/12/2012,Friday,02/01/2013,Wednesday,5,Adjournment,Null,Null,Null,Null,01/01/2013,PM,Tuesday,NotCheckedBefore
1734,St Albans,B,28/12/2012,Friday,02/01/2013,Wednesday,5,Adjournment,Null,Null,Null,Null,01/01/2013,PM,Tuesday,NotCheckedBefore
1735,Norwich,B,28/12/2012,Friday,08/01/2013,Tuesday,11,Result,Null,Null,Null,Null,Unknown,Unknown,Unknown,NotCheckedBefore
1736,Westminster,B,29/12/2012,Saturday,31/12/2012,Monday,2,Adjournment,Null,Null,Null,Null,31/12/2012,AM,Monday,NotCheckedBefore
1737,Westminster,B,29/12/2012,Saturday,31/12/2012,Monday,2,Adjournment,Null,Null,Null,Null,31/12/2012,AM,Monday,NotCheckedBefore
1738,Norwich,B,29/12/2012,Saturday,02/01/2013,Wednesday,4,Result,Null,Null,Null,Null,01/01/2013,PM,Tuesday,NotCheckedBefore
1739,Peterborough,B,29/12/2012,Saturday,04/01/2013,Friday,6,Adjournment,Null,Null,Null,Null,03/01/2013,PM,Thursday,NotCheckedBefore
1741,Thames,B,31/12/2012,Monday,03/01/2013,Thursday,3,Adjournment,02/01/2013,09:05,Wednesday,AM,01/01/2013,PM,Tuesday,1
1742,Lavender Hill,H,31/12/2012,Monday,03/01/2013,Thursday,3,Non rec result,02/01/2013,09:06,Wednesday,AM,01/01/2013,PM,Tuesday,1
1743,Camberwell Green,L,31/12/2012,Monday,04/01/2013,Friday,4,Warrant,03/01/2013,11:07,Thursday,AM,02/01/2013,PM,Wednesday,1
1744,Worthing,H,31/12/2012,Monday,08/01/2013,Tuesday,8,Bail condition,Null,Null,Null,Null,Unknown,Unknown,Unknown,NotCheckedBefore
1745,Chelmsford,B,02/01/2013,Wednesday,07/01/2013,Monday,5,Bail condition,04/01/2013,08:18,Friday,AM,05/01/2013,AM,Saturday,3
1746,Chelmsford,B,02/01/2013,Wednesday,08/01/2013,Tuesday,6,Adjournment,04/01/2013,08:18,Friday,AM,04/01/2013,PM,Friday,4
1747,St Albans,L,02/01/2013,Wednesday,04/01/2013,Friday,2,Adjournment,03/01/2013,09:36,Thursday,AM,03/01/2013,PM,Thursday,1
1748,Highbury Corner,L,02/01/2013,Wednesday,07/01/2013,Monday,5,Result,04/01/2013,10:09,Friday,AM,05/01/2013,AM,Saturday,3
1749,Croydon,H,02/01/2013,Wednesday,07/01/2013,Monday,5,Result,04/01/2013,10:09,Friday,AM,05/01/2013,AM,Saturday,3
1750,Lavender Hill,H,02/01/2013,Wednesday,07/01/2013,Monday,5,Bail condition,04/01/2013,10:09,Friday,AM,05/01/2013,AM,Saturday,3
1751,Brighton and Hove,H,02/01/2013,Wednesday,04/01/2013,Friday,2,Bail condition,03/01/2013,10:48,Thursday,AM,03/01/2013,PM,Thursday,1
1752,Bromley,H,02/01/2013,Wednesday,04/01/2013,Friday,2,Result,03/01/2013,10:48,Thursday,AM,03/01/2013,PM,Thursday,1
1753,Redhill,H,02/01/2013,Wednesday,07/01/2013,Monday,5,,04/01/2013,11:07,Friday,AM,05/01/2013,AM,Saturday,3
1754,Blackfriars CC,B,02/01/2013,Wednesday,08/01/2013,Tuesday,6,Bail condition,07/01/2013,12:56,Monday,PM,08/01/2013,AM,Tuesday,1
1755,Thames,B,02/01/2013,Wednesday,03/01/2013,Thursday,1,Result,Null,Null,Null,Null,03/01/2013,AM,Thursday,NotCheckedBefore
1756,Hammersmith,H,02/01/2013,Wednesday,03/01/2013,Thursday,1,Bail condition,Null,Null,Null,Null,03/01/2013,AM,Thursday,NotCheckedBefore
1757,Snaresbrook CC,L,02/01/2013,Wednesday,03/01/2013,Thursday,1,Result,Null,Null,Null,Null,03/01/2013,AM,Thursday,NotCheckedBefore
1758,Wimbledon,H,02/01/2013,Wednesday,03/01/2013,Thursday,1,Result,Null,Null,Null,Null,03/01/2013,AM,Thursday,NotCheckedBefore
1759,Thames,L,02/01/2013,Wednesday,04/01/2013,Friday,2,Adjournment,Null,Null,Null,Null,03/01/2013,PM,Thursday,NotCheckedBefore
1760,Camberwell Green,H,02/01/2013,Wednesday,04/01/2013,Friday,2,Adjournment,Null,Null,Null,Null,03/01/2013,PM,Thursday,NotCheckedBefore
1761,Reading,B,02/01/2013,Wednesday,04/01/2013,Friday,2,Adjournment,Null,Null,Null,Null,03/01/2013,PM,Thursday,NotCheckedBefore
1762,Aylesbury,B,02/01/2013,Wednesday,04/01/2013,Friday,2,Adjournment,Null,Null,Null,Null,03/01/2013,PM,Thursday,NotCheckedBefore
1763,Cambridge,B,02/01/2013,Wednesday,04/01/2013,Friday,2,Adjournment,Null,Null,Null,Null,03/01/2013,PM,Thursday,NotCheckedBefore
1764,Newbury,B,02/01/2013,Wednesday,04/01/2013,Friday,2,Result,Null,Null,Null,Null,03/01/2013,PM,Thursday,NotCheckedBefore
1765,Oxford,B,02/01/2013,Wednesday,04/01/2013,Friday,2,Result,Null,Null,Null,Null,03/01/2013,PM,Thursday,NotCheckedBefore
1766,Ealing,L,02/01/2013,Wednesday,04/01/2013,Friday,2,Result,Null,Null,Null,Null,03/01/2013,PM,Thursday,NotCheckedBefore
1767,Blackfriars CC,B,02/01/2013,Wednesday,04/01/2013,Friday,2,Adjournment,Null,Null,Null,Null,03/01/2013,PM,Thursday,NotCheckedBefore
1768,Blackfriars CC,B,02/01/2013,Wednesday,04/01/2013,Friday,2,Bail condition,Null,Null,Null,Null,03/01/2013,PM,Thursday,NotCheckedBefore
1769,Inner London,L,02/01/2013,Wednesday,04/01/2013,Friday,2,Bail condition,Null,Null,Null,Null,03/01/2013,PM,Thursday,NotCheckedBefore
1770,Highbury Corner,L,02/01/2013,Wednesday,04/01/2013,Friday,2,Result,Null,Null,Null,Null,03/01/2013,PM,Thursday,NotCheckedBefore
1771,Hendon,L,02/01/2013,Wednesday,04/01/2013,Friday,2,Result,Null,Null,Null,Null,03/01/2013,PM,Thursday,NotCheckedBefore
1772,Chelmsford,B,02/01/2013,Wednesday,04/01/2013,Friday,2,Result,Null,Null,Null,Null,03/01/2013,PM,Thursday,NotCheckedBefore
1773,Medway,H,02/01/2013,Wednesday,04/01/2013,Friday,2,Result,Null,Null,Null,Null,03/01/2013,PM,Thursday,NotCheckedBefore
1774,St Albans,B,02/01/2013,Wednesday,04/01/2013,Friday,2,Bail condition,Null,Null,Null,Null,03/01/2013,PM,Thursday,NotCheckedBefore
1775,Stevenage,B,02/01/2013,Wednesday,04/01/2013,Friday,2,Result,Null,Null,Null,Null,03/01/2013,PM,Thursday,NotCheckedBefore
1776,St Albans,B,02/01/2013,Wednesday,04/01/2013,Friday,2,Warrant,Null,Null,Null,Null,03/01/2013,PM,Thursday,NotCheckedBefore
1777,City of London,L,02/01/2013,Wednesday,04/01/2013,Friday,2,Adjournment,Null,Null,Null,Null,03/01/2013,PM,Thursday,NotCheckedBefore
1778,City of London,L,02/01/2013,Wednesday,04/01/2013,Friday,2,Bail condition,Null,Null,Null,Null,03/01/2013,PM,Thursday,NotCheckedBefore
1779,Sevenoaks,H,02/01/2013,Wednesday,07/01/2013,Monday,5,Adjournment,Null,Null,Null,Null,05/01/2013,AM,Saturday,NotCheckedBefore
1780,Brighton and Hove,H,02/01/2013,Wednesday,08/01/2013,Tuesday,6,Result,Null,Null,Null,Null,07/01/2013,PM,Monday,NotCheckedBefore
1781,Blackfriars CC,H,02/01/2013,Wednesday,03/01/2013,Thursday,1,Adjournment,Null,Null,Null,Null,03/01/2013,AM,Thursday,NotCheckedBefore
1782,Croydon,H,02/01/2013,Wednesday,21/01/2013,Monday,19,Result,Null,Null,Null,Null,Unknown,Unknown,Unknown,NotCheckedBefore
1783,Basildon,B,03/01/2013,Thursday,10/01/2013,Thursday,7,Result,09/01/2013,08:16,Wednesday,AM,08/01/2013,PM,Tuesday,1
1784,Maidstone,H,03/01/2013,Thursday,09/01/2013,Wednesday,6,Adjournment,08/01/2013,09:06,Tuesday,AM,07/01/2013,PM,Monday,1
1785,Guildford,H,03/01/2013,Thursday,14/01/2013,Monday,11,Result,11/01/2013,09:08,Friday,AM,12/01/2013,AM,Saturday,3
1786,Eastbourne,H,03/01/2013,Thursday,08/01/2013,Tuesday,5,Adjournment,07/01/2013,09:57,Monday,AM,07/01/2013,PM,Monday,1
1787,Eastbourne,H,03/01/2013,Thursday,08/01/2013,Tuesday,5,Adjournment,07/01/2013,09:57,Monday,AM,07/01/2013,PM,Monday,1
1788,Eastbourne,H,03/01/2013,Thursday,08/01/2013,Tuesday,5,Result,07/01/2013,09:57,Monday,AM,07/01/2013,PM,Monday,1
1789,Oxford,B,03/01/2013,Thursday,08/01/2013,Tuesday,5,Bail condition,07/01/2013,12:25,Monday,PM,08/01/2013,AM,Tuesday,1
1790,Croydon,H,03/01/2013,Thursday,08/01/2013,Tuesday,5,Adjournment,07/01/2013,12:33,Monday,PM,08/01/2013,AM,Tuesday,1
1791,Highbury Corner,B,03/01/2013,Thursday,08/01/2013,Tuesday,5,Result,07/01/2013,12:33,Monday,PM,08/01/2013,AM,Tuesday,1
1792,Huntingdon,B,03/01/2013,Thursday,08/01/2013,Tuesday,5,Result,07/01/2013,12:33,Monday,PM,08/01/2013,AM,Tuesday,1
1793,Highbury Corner,L,03/01/2013,Thursday,08/01/2013,Tuesday,5,Result,07/01/2013,12:33,Monday,PM,08/01/2013,AM,Tuesday,1
1794,Westminster,H,03/01/2013,Thursday,07/01/2013,Monday,4,Warrant,Null,Null,Null,Null,05/01/2013,AM,Saturday,NotCheckedBefore
1795,Westminster,H,03/01/2013,Thursday,07/01/2013,Monday,4,Adjournment,Null,Null,Null,Null,05/01/2013,AM,Saturday,NotCheckedBefore
1796,Westminster,H,03/01/2013,Thursday,07/01/2013,Monday,4,Adjournment,Null,Null,Null,Null,05/01/2013,AM,Saturday,NotCheckedBefore
1797,Westminster,L,03/01/2013,Thursday,07/01/2013,Monday,4,Adjournment,Null,Null,Null,Null,05/01/2013,AM,Saturday,NotCheckedBefore
1798,Westminster,L,03/01/2013,Thursday,07/01/2013,Monday,4,Adjournment,Null,Null,Null,Null,05/01/2013,AM,Saturday,NotCheckedBefore
1799,Westminster,H,03/01/2013,Thursday,07/01/2013,Monday,4,Adjournment,Null,Null,Null,Null,05/01/2013,AM,Saturday,NotCheckedBefore
1800,Westminster,L,03/01/2013,Thursday,07/01/2013,Monday,4,Adjournment,Null,Null,Null,Null,05/01/2013,AM,Saturday,NotCheckedBefore
1801,Westminster,H,03/01/2013,Thursday,07/01/2013,Monday,4,Adjournment,Null,Null,Null,Null,05/01/2013,AM,Saturday,NotCheckedBefore
1802,Westminster,H,03/01/2013,Thursday,07/01/2013,Monday,4,Adjournment,Null,Null,Null,Null,05/01/2013,AM,Saturday,NotCheckedBefore
1803,Westminster,L,03/01/2013,Thursday,07/01/2013,Monday,4,Adjournment,Null,Null,Null,Null,05/01/2013,AM,Saturday,NotCheckedBefore
1804,Westminster,L,03/01/2013,Thursday,07/01/2013,Monday,4,Adjournment,Null,Null,Null,Null,05/01/2013,AM,Saturday,NotCheckedBefore
1805,Westminster,L,03/01/2013,Thursday,07/01/2013,Monday,4,Adjournment,Null,Null,Null,Null,05/01/2013,AM,Saturday,NotCheckedBefore
1806,Westminster,L,03/01/2013,Thursday,07/01/2013,Monday,4,Adjournment,Null,Null,Null,Null,05/01/2013,AM,Saturday,NotCheckedBefore
1807,Staines,H,03/01/2013,Thursday,07/01/2013,Monday,4,Result,Null,Null,Null,Null,05/01/2013,AM,Saturday,NotCheckedBefore
1808,Portsmouth,H,03/01/2013,Thursday,07/01/2013,Monday,4,Result,Null,Null,Null,Null,05/01/2013,AM,Saturday,NotCheckedBefore
1809,Oxford,B,03/01/2013,Thursday,07/01/2013,Monday,4,Adjournment,Null,Null,Null,Null,05/01/2013,AM,Saturday,NotCheckedBefore
1810,Milton Keynes,B,03/01/2013,Thursday,07/01/2013,Monday,4,Adjournment,Null,Null,Null,Null,05/01/2013,AM,Saturday,NotCheckedBefore
1811,Slough,B,03/01/2013,Thursday,07/01/2013,Monday,4,Adjournment,Null,Null,Null,Null,05/01/2013,AM,Saturday,NotCheckedBefore
1812,Tottenham,B,03/01/2013,Thursday,07/01/2013,Monday,4,Result,Null,Null,Null,Null,05/01/2013,AM,Saturday,NotCheckedBefore
1813,Hammersmith,L,03/01/2013,Thursday,07/01/2013,Monday,4,Bail condition,Null,Null,Null,Null,05/01/2013,AM,Saturday,NotCheckedBefore
1814,Westminster,L,03/01/2013,Thursday,07/01/2013,Monday,4,Bail condition,Null,Null,Null,Null,05/01/2013,AM,Saturday,NotCheckedBefore
1815,Westminster,L,03/01/2013,Thursday,07/01/2013,Monday,4,Bail condition,Null,Null,Null,Null,05/01/2013,AM,Saturday,NotCheckedBefore
1816,Westminster,L,03/01/2013,Thursday,07/01/2013,Monday,4,Bail condition,Null,Null,Null,Null,05/01/2013,AM,Saturday,NotCheckedBefore
1817,Westminster,B,03/01/2013,Thursday,07/01/2013,Monday,4,Result,Null,Null,Null,Null,05/01/2013,AM,Saturday,NotCheckedBefore
1818,Westminster,B,03/01/2013,Thursday,07/01/2013,Monday,4,Result,Null,Null,Null,Null,05/01/2013,AM,Saturday,NotCheckedBefore
1819,Westminster,B,03/01/2013,Thursday,07/01/2013,Monday,4,Result,Null,Null,Null,Null,05/01/2013,AM,Saturday,NotCheckedBefore
1820,Westminster,L,03/01/2013,Thursday,07/01/2013,Monday,4,Result,Null,Null,Null,Null,05/01/2013,AM,Saturday,NotCheckedBefore
1821,Westminster,H,03/01/2013,Thursday,07/01/2013,Monday,4,Result,Null,Null,Null,Null,05/01/2013,AM,Saturday,NotCheckedBefore
1822,Westminster,L,03/01/2013,Thursday,07/01/2013,Monday,4,Result,Null,Null,Null,Null,05/01/2013,AM,Saturday,NotCheckedBefore
1823,Snaresbrook CC,B,03/01/2013,Thursday,07/01/2013,Monday,4,Adjournment,Null,Null,Null,Null,05/01/2013,AM,Saturday,NotCheckedBefore
1824,Reading,B,03/01/2013,Thursday,08/01/2013,Tuesday,5,Adjournment,Null,Null,Null,Null,07/01/2013,PM,Monday,NotCheckedBefore
1825,Hendon,L,03/01/2013,Thursday,08/01/2013,Tuesday,5,Adjournment,Null,Null,Null,Null,07/01/2013,PM,Monday,NotCheckedBefore
1826,St Albans,B,03/01/2013,Thursday,08/01/2013,Tuesday,5,Result,Null,Null,Null,Null,07/01/2013,PM,Monday,NotCheckedBefore
1827,City of London,L,03/01/2013,Thursday,08/01/2013,Tuesday,5,Adjournment,Null,Null,Null,Null,07/01/2013,PM,Monday,NotCheckedBefore
1828,Lavender Hill,L,04/01/2013,Friday,09/01/2013,Wednesday,5,Result,08/01/2013,08:24,Tuesday,AM,07/01/2013,PM,Monday,1
1829,Uxbridge,H,04/01/2013,Friday,09/01/2013,Wednesday,5,Result,08/01/2013,08:24,Tuesday,AM,07/01/2013,PM,Monday,1
1830,East Berkshire,B,04/01/2013,Friday,09/01/2013,Wednesday,5,Bail condition,08/01/2013,08:24,Tuesday,AM,07/01/2013,PM,Monday,1
1831,Peterborough,B,04/01/2013,Friday,09/01/2013,Wednesday,5,Result,08/01/2013,08:24,Tuesday,AM,07/01/2013,PM,Monday,1
1832,Camberwell Green,H,04/01/2013,Friday,09/01/2013,Wednesday,5,Adjournment,08/01/2013,08:27,Tuesday,AM,07/01/2013,PM,Monday,1
1833,Wood Green,B,04/01/2013,Friday,14/01/2013,Monday,10,Adjournment,11/01/2013,09:05,Friday,AM,12/01/2013,AM,Saturday,3
1834,Canterbury,H,04/01/2013,Friday,09/01/2013,Wednesday,5,Result,08/01/2013,09:06,Tuesday,AM,07/01/2013,PM,Monday,1
1835,Maidstone,H,04/01/2013,Friday,09/01/2013,Wednesday,5,Warrant,08/01/2013,09:06,Tuesday,AM,07/01/2013,PM,Monday,1
1836,Guildford,H,04/01/2013,Friday,10/01/2013,Thursday,6,Result,09/01/2013,09:24,Wednesday,AM,08/01/2013,PM,Tuesday,1
1837,Thames,L,04/01/2013,Friday,11/01/2013,Friday,7,Adjournment,10/01/2013,09:31,Thursday,AM,09/01/2013,PM,Wednesday,1
